,place,avg_cost_per_day,trip_duration,popularity_High,popularity_Medium,popularity_Offbeat,popularity_Very High,adventure,beach,bird-watching,boating,camping,canyon,caves,culture,desert,food,forest,heritage,history,islands,lakes,luxury,mountains,nature,nightlife,offbeat,paragliding,peaceful,rafting,river,romantic,safari,skiing,spiritual,trekking,water-sports,waterfalls,apr,aug,dec,feb,jan,jul,jun,mar,may,nov,oct,sep,couple,family,friends,solo,total_cost_log,region_Africa,region_Europe,region_Middle East,region_North America,region_Oceania,region_South Asia,region_Southeast Asia,region_nan,climate_Alpine,climate_Cold,climate_Continental,climate_Dry,climate_Highland,climate_Mediterranean,climate_Subtropical,climate_Temperate,climate_Tropical,climate_nan
922,riyadh,0.17953111576151437,-0.0247288077711355,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,1,1,0.4750072927622153,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
923,alula,0.63256506273457,-0.0247288077711355,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,1,1,0.7811174062342662,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
924,jeddah,0.17953111576151437,-0.9997503713187681,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,1,1,-0.0811973819598993,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
925,beirut,-0.2735028312115413,-0.0247288077711355,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0.08037134713951817,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
926,byblos,-0.2735028312115413,-1.9747719348664006,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,-1.4265215655494927,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
927,manama,-0.04698585772501346,-0.9997503713187681,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,1,1,-0.2643660039928396,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
928,kuwait city,0.17953111576151437,-0.9997503713187681,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,1,1,-0.0811973819598993,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
929,shiraz,-0.7265367781845969,-0.0247288077711355,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,-0.4758142779007483,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
930,isfahan,-0.7265367781845969,-0.0247288077711355,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,-0.4758142779007483,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
931,tehran,-0.7265367781845969,-0.0247288077711355,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,-0.4758142779007483,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
932,yazd,-0.7265367781845969,-0.9997503713187681,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,-1.0319618075451535,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
933,kobe,0.17953111576151437,-1.9747719348664006,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,-1.0319618075451535,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
934,himeji,-0.04698585772501346,-1.9747719348664006,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,-1.2151059410166662,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
935,nagoya,-0.04698585772501346,-0.9997503713187681,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,1,-0.2643660039928396,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
936,shirakawa-go,-0.04698585772501346,-1.9747719348664006,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,1,1,-1.2151059410166662,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
937,beppu,-0.04698585772501346,-0.9997503713187681,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,1,1,-0.2643660039928396,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
938,incheon,-0.2735028312115413,-1.9747719348664006,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,-1.4265215655494927,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
939,suwon,-0.2735028312115413,-1.9747719348664006,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,-1.4265215655494927,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
940,pyeongchang,-0.04698585772501346,-0.9997503713187681,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,-0.2643660039928396,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
941,suzhou,-0.3641096206061524,-0.9997503713187681,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,1,-0.5704499919951291,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
942,nanjing,-0.3641096206061524,-0.9997503713187681,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,1,-0.5704499919951291,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
943,harbin,-0.2735028312115413,-0.0247288077711355,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0.08037134713951817,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
944,kunming,-0.5000198046980691,-0.9997503713187681,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,-0.725897410706738,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
945,dali,-0.5000198046980691,-0.0247288077711355,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,1,-0.1697270244596284,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
946,shangri-la,-0.2735028312115413,-0.0247288077711355,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1,0.08037134713951817,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
947,sanya,-0.04698585772501346,0.9502927557764971,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,1,1,0,0.6864718951470286,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
948,macau,-0.04698585772501346,-0.9997503713187681,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,1,1,-0.2643660039928396,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
949,kaohsiung,-0.5000198046980691,-0.9997503713187681,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,-0.725897410706738,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
950,tainan,-0.5000198046980691,-0.9997503713187681,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,1,-0.725897410706738,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
951,kenting,-0.2735028312115413,-0.0247288077711355,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,1,1,1,0,0.08037134713951817,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
952,alishan,-0.2735028312115413,-0.9997503713187681,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,-0.4758142779007483,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
953,sharjah,-0.2735028312115413,-0.9997503713187681,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,1,1,1,-0.4758142779007483,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
954,ras al khaimah,-0.04698585772501346,-0.9997503713187681,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,1,1,-0.2643660039928396,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
955,fujairah,-0.2735028312115413,-0.9997503713187681,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,1,1,1,0,-0.4758142779007483,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
956,jerash,-0.2735028312115413,-1.9747719348664006,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,1,1,1,-1.4265215655494927,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
957,madaba,-0.3641096206061524,-1.9747719348664006,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,1,-1.5211409558306086,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
958,mardin,-0.5000198046980691,-0.9997503713187681,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,-0.725897410706738,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
959,konya,-0.5000198046980691,-1.9747719348664006,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,-1.676558993147005,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
960,trabzon,-0.5000198046980691,-0.0247288077711355,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,1,-0.1697270244596284,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
961,bursa,-0.3641096206061524,-0.9997503713187681,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,-0.5704499919951291,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
962,nazareth,-0.04698585772501346,-1.9747719348664006,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,1,-1.2151059410166662,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
963,masada,-0.04698585772501346,-1.9747719348664006,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,-1.2151059410166662,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
964,sheki,-0.6359299887899857,-0.9997503713187681,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1,-0.9012359452206821,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
965,gabala,-0.5000198046980691,-0.9997503713187681,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,-0.725897410706738,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
966,dilijan,-0.7265367781845969,-0.9997503713187681,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,-1.0319618075451535,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
967,kutaisi,-0.7265367781845969,-0.9997503713187681,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,0,1,-1.0319618075451535,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
968,svaneti (mestia),-0.6359299887899857,0.9502927557764971,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,1,1,1,0.049544064677490667,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
969,kakheti,-0.5000198046980691,-0.9997503713187681,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,1,0,-0.725897410706738,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
970,bangkok,-0.5000198046980691,0.9502927557764971,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,1,1,1,1,0.22490130106810993,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
971,chiang mai,-0.6359299887899857,0.9502927557764971,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,1,1,0.049544064677490667,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
972,phuket,-0.2735028312115413,1.9253143193241298,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,1,0,0,1,1,1,0,0.7811174062342662,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
973,krabi,-0.5000198046980691,0.9502927557764971,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,1,0,0,1,0,1,1,0.22490130106810993,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
974,koh phi phi,-0.3641096206061524,-0.0247288077711355,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,1,0,-0.014269809478160596,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
975,koh samui,-0.3641096206061524,0.9502927557764971,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,1,1,0,0,1,0,0,0,0,1,1,1,0,0.3803634146480373,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
976,pai,-0.7265367781845969,-0.0247288077711355,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,1,1,-0.4758142779007483,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
977,ayutthaya,-0.817143567579208,-0.9997503713187681,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,1,0,1,-1.176468904743978,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
978,siem reap,-0.7265367781845969,-0.0247288077711355,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,1,1,-0.4758142779007483,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
979,phnom penh,-0.817143567579208,-0.9997503713187681,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,1,1,-1.176468904743978,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
980,sihanoukville,-0.7265367781845969,-0.0247288077711355,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,1,-0.4758142779007483,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
981,koh rong,-0.6359299887899857,0.9502927557764971,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,1,1,0.049544064677490667,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
982,hanoi,-0.7265367781845969,-0.0247288077711355,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,1,1,-0.4758142779007483,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
983,ha long bay,-0.5000198046980691,-0.0247288077711355,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,-0.1697270244596284,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
984,hoi an,-0.6359299887899857,-0.0247288077711355,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,-0.3450780264474868,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
985,ho chi minh city,-0.6359299887899857,-0.0247288077711355,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,1,-0.3450780264474868,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
986,da nang,-0.6359299887899857,-0.0247288077711355,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,-0.3450780264474868,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
987,phu quoc,-0.5000198046980691,0.9502927557764971,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,1,1,1,0,0.22490130106810993,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
988,sapa,-0.7265367781845969,-0.0247288077711355,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,-0.4758142779007483,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
989,bali (ubud),-0.3641096206061524,0.9502927557764971,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,1,1,1,0,1,1,0.3803634146480373,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
990,bali (seminyak/kuta),-0.2735028312115413,0.9502927557764971,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,1,0,0.4750072927622153,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
991,gili islands,-0.5000198046980691,-0.0247288077711355,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,1,1,-0.1697270244596284,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
992,yogyakarta,-0.7265367781845969,-0.0247288077711355,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,1,1,-0.4758142779007483,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
993,komodo national park,-0.2735028312115413,-0.0247288077711355,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0.08037134713951817,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
994,singapore,-0.04698585772501346,-0.0247288077711355,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0.29183050641794656,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
995,kuala lumpur,-0.5000198046980691,-0.0247288077711355,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,-0.1697270244596284,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
996,penang (george town),-0.6359299887899857,-0.0247288077711355,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,-0.3450780264474868,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
997,langkawi,-0.5000198046980691,0.9502927557764971,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,1,1,0,0.22490130106810993,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
998,luang prabang,-0.7265367781845969,-0.0247288077711355,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,1,1,0,1,-0.4758142779007483,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
999,vang vieng,-0.817143567579208,-0.0247288077711355,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,-0.6203340723893579,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
