,place,avg_cost_per_day,trip_duration,popularity_High,popularity_Medium,popularity_Offbeat,popularity_Very High,adventure,beach,bird-watching,boating,camping,canyon,caves,culture,desert,food,forest,heritage,history,islands,lakes,luxury,mountains,nature,nightlife,offbeat,paragliding,peaceful,rafting,river,romantic,safari,skiing,spiritual,trekking,water-sports,waterfalls,apr,aug,dec,feb,jan,jul,jun,mar,may,nov,oct,sep,couple,family,friends,solo,total_cost_log,region_Africa,region_Europe,region_Middle East,region_North America,region_Oceania,region_South Asia,region_Southeast Asia,climate_Alpine,climate_Cold,climate_Continental,climate_Dry,climate_Highland,climate_Mediterranean,climate_Subtropical,climate_Temperate,climate_Tropical,climate_nan
1338,everest base camp,3000,12,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,10.491301994830229,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1339,bhaktapur,2000,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,1,7.601402334583733,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1340,nagarkot,2200,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,7.696667081526462,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1341,lumbini,1800,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,1,8.188966863648876,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1342,sigiriya,3000,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,1,0,0,0,0,1,0,1,1,8.006700845440367,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1343,kandy,2500,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,1,1,1,1,8.517393171418904,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1344,ella,2500,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,1,0,0,0,0,1,1,1,1,8.922791623969637,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1345,galle,3000,2,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,1,1,8.699681400989514,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1346,mirissa,2800,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,1,1,1,0,9.036106025364846,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1347,nuwara eliya,2800,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,8.630700432209832,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1348,yala national park,3500,2,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,1,1,8.853808274977197,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1349,colombo,3000,2,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,8.699681400989514,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1350,malé,3000,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,1,0,0,1,0,1,1,8.006700845440367,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1351,maafushi,4000,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,1,0,1,0,0,1,1,1,0,9.680406499268875,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1352,ari atoll,8000,5,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,1,0,1,0,0,1,0,1,1,10.596659732783579,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1353,baa atoll,9000,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,1,1,1,0,1,10.714439990727769,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1354,paro,5000,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,9.61587214452889,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1355,thimphu,5000,2,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,9.210440366976517,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1356,punakha,5000,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,9.210440366976517,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1357,hunza valley,2000,5,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1,9.210440366976517,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1358,skardu,2200,4,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,1,1,1,1,1,9.082620630373812,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1359,lahore,1800,3,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,1,0,1,1,8.594339400592892,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1360,islamabad,2500,2,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,1,0,1,1,0,0,8.517393171418904,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1361,cox's bazar,2000,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,1,1,0,8.699681400989514,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1362,sundarbans,3000,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,1,1,1,1,9.105090961257085,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1363,sylhet,2200,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,1,1,1,0,8.79497643168877,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1364,dhaka,2000,2,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,1,1,8.294299608857235,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1365,nagasaki,3500,2,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,1,8.853808274977197,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1366,yokohama,3800,2,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,1,1,0,8.936035096566041,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1367,kamakura,3000,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,1,1,1,8.006700845440367,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1368,sendai,3200,2,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,8.764209507142004,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1369,naoshima,4000,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,8.987321812850125,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1370,aomori,3200,2,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,1,1,1,8.764209507142004,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
1371,ishigaki,3500,4,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,1,0,1,1,1,0,9.546884034617925,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1372,kumamoto,3000,2,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,1,1,1,8.699681400989514,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1373,daegu,2800,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,8.630700432209832,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1374,daejeon,2800,2,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,8.630700432209832,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1375,sokcho,3000,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,9.105090961257085,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1376,yeosu,3000,2,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,8.699681400989514,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1377,andong,2500,2,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,8.517393171418904,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1378,chongqing,3000,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,1,9.105090961257085,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1379,shenzhen,3500,2,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,8.853808274977197,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1380,qingdao,3000,3,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,0,9.105090961257085,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1381,wuzhen,2800,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,1,8.630700432209832,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1382,taichung,2500,2,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,8.517393171418904,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1383,hualien,2500,3,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,1,1,1,8.922791623969637,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1384,penghu,3000,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,1,1,0,9.105090961257085,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1385,khovsgol lake,2500,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,1,1,9.210440366976517,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
1386,orkhon valley,2500,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,1,1,1,8.922791623969637,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
1387,izmir,3000,3,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,9.105090961257085,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1388,goreme,3500,3,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,9.259225769705994,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1389,alanya,3000,4,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,0,9.392745258631441,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1390,akko (acre),3500,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,1,8.160803920954665,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1391,tiberias,3500,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,8.853808274977197,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1392,dana biosphere reserve,3000,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,1,1,1,8.699681400989514,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1393,medina,3500,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,1,1,8.853808274977197,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1394,dammam,3500,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,1,8.853808274977197,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1395,abha,3500,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,1,0,0,9.259225769705994,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1396,sur,3000,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,1,1,1,8.699681400989514,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1397,jebel shams,3500,2,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,1,1,1,8.853808274977197,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1398,al ain,3000,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,1,1,1,8.699681400989514,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1399,kashan,2000,2,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,8.294299608857235,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1400,tabriz,2000,2,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,1,1,8.294299608857235,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1401,qeshm island,2200,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,1,1,1,1,8.79497643168877,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1402,borjomi,2200,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,0,0,8.38958706681109,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1403,sighnaghi,2200,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,8.38958706681109,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1404,gudauri,3000,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,1,9.105090961257085,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1405,tatev,2200,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,1,1,7.696667081526462,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1406,garni,2000,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1,7.601402334583733,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1407,gobustan,2000,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,7.601402334583733,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1408,fergana valley,2000,3,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,8.699681400989514,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1409,nukus,2200,2,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,8.38958706681109,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1410,shymkent,2000,2,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,8.294299608857235,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1411,turkistan,2200,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,8.38958706681109,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1412,osh,1800,2,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,1,1,8.188966863648876,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1413,khujand,1800,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,8.188966863648876,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1414,khorog,2000,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,1,1,1,8.294299608857235,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1415,erbil,3000,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,1,8.699681400989514,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1416,larnaca,3500,3,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,0,9.259225769705994,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1417,nicosia,3200,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,8.764209507142004,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1418,limassol,3800,3,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,1,1,9.34145634983372,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1419,ayia napa,3500,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,1,1,1,0,9.259225769705994,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1420,baalbek,2500,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,7.824445930877619,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1421,jeita grotto,3000,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,1,1,0,0,8.006700845440367,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1422,salalah,3500,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,9.259225769705994,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1423,musandam,4000,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,1,1,0,0,8.987321812850125,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1424,dushanbe,2000,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,1,1,8.294299608857235,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
